STRUCTURE,DISTANCE_SER,ENERGY,MET,DISTANCE_MET,TYR,DISTANCE_TYR,DIHEDRAL,CONFORMATION,VARIANT,TEMPERATURE,DOCKING
resultsDocking_TSPETase_315_C249-f1447-s34_PET_dimer_012_mini.yob,6.552,-4.444,NO,5.565,NO,7.063,23.953,undefined,TSPETase,315,012
resultsDocking_S214H_303_C175-f6462-s31_PET_dimer_015_mini.yob,6.553,-5.815,NO,9.203,NO,7.099,77.921,gauche,S214H,303,015
resultsDocking_TSPETase_315_C585-f7796-s27_PET_dimer_002_mini.yob,6.554,-5.408,NO,5.151,NO,7.408,24.119,undefined,TSPETase,315,002
resultsDocking_TSPETase_315_C582-f7466-s35_PET_dimer_005_mini.yob,6.557,-4.515,NO,6.603,NO,5.911,53.354,gauche,TSPETase,315,005
resultsDocking_TSPETase_315_C354-f8785-s58_PET_dimer_016_mini.yob,6.558,-4.746,NO,6.382,NO,3.82,26.471,undefined,TSPETase,315,016
resultsDocking_TSPETase_303_C231-f4133-s17_PET_dimer_014_mini.yob,6.559,-4.9,NO,10.071,NO,8.02,59.16,gauche,TSPETase,303,014
resultsDocking_WT_315_C484-f6911-s16_PET_dimer_010_mini.yob,6.561,-5.986,NO,8.752,NO,8.751,50.401,gauche,WT,315,010
resultsDocking_TSPETase_315_C262-f1460-s15_PET_dimer_013_mini.yob,6.562,-5.99,NO,7.155,NO,5.163,43.301,undefined,TSPETase,315,013
resultsDocking_S214H_315_C309-f7117-s9_PET_dimer_013_mini.yob,6.563,-5.274,NO,7.949,NO,6.632,104.176,undefined,S214H,315,013
resultsDocking_TSPETase_303_C42-f6556-s17_PET_dimer_016_mini.yob,6.564,-5.846,NO,9.584,NO,8.442,33.885,undefined,TSPETase,303,016
resultsDocking_WT_303_C230-f4326-s32_PET_dimer_006_mini.yob,6.564,-4.774,NO,8.785,NO,5.955,43.231,undefined,WT,303,006
resultsDocking_TSPETase_303_C429-f3886-s17_PET_dimer_013_mini.yob,6.566,-4.466,NO,8.253,NO,6.955,29.465,undefined,TSPETase,303,013
resultsDocking_S214H_315_C70-f713-s69_PET_dimer_013_mini.yob,6.567,-4.759,NO,8.857,NO,6.828,37.749,undefined,S214H,315,013
resultsDocking_TSPETase_303_C92-f1359-s25_PET_dimer_005_mini.yob,6.567,-6.38,NO,9.61,NO,6.864,36.78,undefined,TSPETase,303,005
resultsDocking_S214H_303_C269-f8036-s31_PET_dimer_003_mini.yob,6.568,-4.732,NO,8.383,NO,5.248,65.777,gauche,S214H,303,003
resultsDocking_S214H_303_C74-f1220-s11_PET_dimer_008_mini.yob,6.569,-4.895,NO,8.602,NO,5.219,107.944,undefined,S214H,303,008
resultsDocking_WT_303_C218-f1766-s40_PET_dimer_011_mini.yob,6.569,-4.492,NO,8.529,NO,5.33,35.328,undefined,WT,303,011
resultsDocking_TSPETase_303_C326-f2199-s19_PET_dimer_011_mini.yob,6.57,-4.63,NO,9.44,NO,7.648,3.544,undefined,TSPETase,303,011
resultsDocking_TSPETase_315_C581-f7683-s36_PET_dimer_004_mini.yob,6.57,-5.881,NO,5.138,NO,7.511,32.021,undefined,TSPETase,315,004
resultsDocking_S214H_315_C70-f713-s69_PET_dimer_014_mini.yob,6.571,-4.739,NO,8.15,NO,5.043,8.063,undefined,S214H,315,014
resultsDocking_S214H_315_C212-f3508-s13_PET_dimer_004_mini.yob,6.571,-5.003,NO,5.605,NO,5.091,48.194,undefined,S214H,315,004
resultsDocking_TSPETase_303_C331-f8796-s14_PET_dimer_003_mini.yob,6.571,-4.926,NO,9.803,NO,8.028,46.594,undefined,TSPETase,303,003
resultsDocking_S214H_303_C174-f5425-s17_PET_dimer_005_mini.yob,6.571,-5.412,NO,9.964,NO,7.831,36.506,undefined,S214H,303,005
resultsDocking_TSPETase_303_C155-f4433-s21_PET_dimer_017_mini.yob,6.572,-4.547,NO,9.493,NO,6.221,41.301,undefined,TSPETase,303,017
resultsDocking_TSPETase_315_C61-f827-s31_PET_dimer_006_mini.yob,6.572,-5.262,NO,10.087,NO,7.911,47.289,undefined,TSPETase,315,006
resultsDocking_WT_303_C230-f4326-s32_PET_dimer_004_mini.yob,6.575,-4.806,NO,9.111,NO,5.658,61.99,gauche,WT,303,004
resultsDocking_TSPETase_315_C364-f8283-s41_PET_dimer_008_mini.yob,6.575,-4.357,NO,7.102,NO,4.387,16.397,undefined,TSPETase,315,008
resultsDocking_S214H_303_C147-f6899-s26_PET_dimer_015_mini.yob,6.576,-4.396,NO,9.132,NO,5.829,40.926,undefined,S214H,303,015
resultsDocking_S214H_303_C265-f1281-s18_PET_dimer_003_mini.yob,6.576,-5.102,NO,8.954,NO,7.072,33.085,undefined,S214H,303,003
resultsDocking_TSPETase_303_C429-f3886-s17_PET_dimer_012_mini.yob,6.578,-4.482,NO,9.116,NO,7.694,41.115,undefined,TSPETase,303,012
resultsDocking_DuraPETase_303_C245-f5043-s24_PET_dimer_013_mini.yob,6.582,-5.741,NO,8.027,NO,6.445,45.71,undefined,DuraPETase,303,013
resultsDocking_TSPETase_303_C337-f2660-s30_PET_dimer_011_mini.yob,6.583,-4.129,NO,5.819,NO,4.482,45.82,undefined,TSPETase,303,011
resultsDocking_S214H_303_C74-f1220-s11_PET_dimer_006_mini.yob,6.583,-4.906,NO,8.146,NO,5.152,28.758,undefined,S214H,303,006
resultsDocking_TSPETase_303_C86-f7922-s18_PET_dimer_014_mini.yob,6.583,-5.882,NO,9.01,NO,7.293,59.466,gauche,TSPETase,303,014
resultsDocking_S214H_303_C139-f1362-s45_PET_dimer_017_mini.yob,6.584,-5.934,NO,8.241,NO,5.627,40.24,undefined,S214H,303,017
resultsDocking_TSPETase_315_C248-f1335-s25_PET_dimer_009_mini.yob,6.585,-5.0,NO,7.041,NO,4.843,34.356,undefined,TSPETase,315,009
resultsDocking_S214H_315_C213-f3637-s16_PET_dimer_009_mini.yob,6.587,-5.034,NO,6.202,NO,3.633,40.852,undefined,S214H,315,009
resultsDocking_S214H_315_C216-f3509-s14_PET_dimer_002_mini.yob,6.587,-5.12,NO,5.826,NO,4.981,40.112,undefined,S214H,315,002
resultsDocking_TSPETase_315_C249-f1447-s34_PET_dimer_004_mini.yob,6.589,-4.791,NO,5.584,NO,6.947,15.298,undefined,TSPETase,315,004
resultsDocking_TSPETase_315_C226-f8965-s37_PET_dimer_001_mini.yob,6.591,-5.528,NO,6.604,NO,5.723,44.362,undefined,TSPETase,315,001
resultsDocking_S214H_303_C165-f1823-s27_PET_dimer_004_mini.yob,6.592,-5.225,NO,9.157,NO,5.527,21.199,undefined,S214H,303,004
resultsDocking_S214H_303_C164-f2129-s32_PET_dimer_004_mini.yob,6.592,-6.22,NO,9.72,NO,6.88,28.025,undefined,S214H,303,004
resultsDocking_TSPETase_303_C25-f29-s22_PET_dimer_008_mini.yob,6.592,-5.867,NO,8.556,NO,5.521,44.274,undefined,TSPETase,303,008
resultsDocking_S214H_303_C224-f714-s20_PET_dimer_013_mini.yob,6.594,-4.19,NO,8.968,NO,5.401,73.36,gauche,S214H,303,013
resultsDocking_TSPETase_315_C29-f1168-s20_PET_dimer_013_mini.yob,6.595,-5.538,NO,9.744,NO,5.715,6.716,undefined,TSPETase,315,013
resultsDocking_TSPETase_303_C348-f2625-s19_PET_dimer_005_mini.yob,6.597,-4.608,NO,6.919,NO,3.836,37.765,undefined,TSPETase,303,005
resultsDocking_TSPETase_303_C359-f9332-s14_PET_dimer_011_mini.yob,6.597,-5.61,NO,10.685,NO,10.419,22.136,undefined,TSPETase,303,011
resultsDocking_S214H_303_C224-f714-s20_PET_dimer_011_mini.yob,6.598,-4.216,NO,8.754,NO,5.365,39.148,undefined,S214H,303,011
resultsDocking_WT_315_C71-f7481-s18_PET_dimer_011_mini.yob,6.598,-4.016,NO,8.252,NO,5.574,57.892,gauche,WT,315,011
resultsDocking_TSPETase_303_C493-f6683-s17_PET_dimer_004_mini.yob,6.599,-5.363,NO,9.721,NO,7.655,37.045,undefined,TSPETase,303,004
resultsDocking_S214H_315_C63-f843-s35_PET_dimer_012_mini.yob,6.6,-5.508,NO,8.248,NO,5.198,40.931,undefined,S214H,315,012
resultsDocking_TSPETase_315_C234-f8694-s15_PET_dimer_007_mini.yob,6.601,-5.817,NO,10.041,NO,7.983,27.275,undefined,TSPETase,315,007
resultsDocking_S214H_303_C74-f1220-s11_PET_dimer_002_mini.yob,6.601,-5.241,NO,8.323,NO,4.973,49.194,undefined,S214H,303,002
resultsDocking_WT_303_C428-f4552-s14_PET_dimer_008_mini.yob,6.602,-4.233,NO,9.44,NO,5.826,38.218,undefined,WT,303,008
resultsDocking_S214H_303_C144-f8088-s20_PET_dimer_016_mini.yob,6.604,-5.881,NO,8.973,NO,6.796,51.015,gauche,S214H,303,016
resultsDocking_S214H_315_C214-f3650-s38_PET_dimer_002_mini.yob,6.605,-6.269,NO,6.099,NO,3.711,55.092,gauche,S214H,315,002
resultsDocking_TSPETase_315_C83-f9398-s21_PET_dimer_002_mini.yob,6.605,-4.934,NO,8.405,NO,5.56,63.138,gauche,TSPETase,315,002
resultsDocking_WT_315_C534-f7644-s18_PET_dimer_017_mini.yob,6.605,-5.609,NO,8.376,NO,5.631,2.178,undefined,WT,315,017
resultsDocking_WT_303_C202-f3122-s16_PET_dimer_015_mini.yob,6.608,-4.608,NO,8.145,NO,5.471,46.441,undefined,WT,303,015
resultsDocking_TSPETase_315_C262-f1460-s15_PET_dimer_004_mini.yob,6.608,-6.145,NO,5.243,NO,7.12,174.762,trans,TSPETase,315,004
resultsDocking_TSPETase_303_C326-f2199-s19_PET_dimer_015_mini.yob,6.612,-4.492,NO,9.53,NO,7.397,95.996,undefined,TSPETase,303,015
resultsDocking_WT_303_C236-f4111-s28_PET_dimer_009_mini.yob,6.613,-5.004,NO,9.182,NO,6.021,43.219,undefined,WT,303,009
resultsDocking_WT_303_C149-f3868-s42_PET_dimer_002_mini.yob,6.613,-4.701,NO,8.292,NO,5.864,29.024,undefined,WT,303,002
resultsDocking_TSPETase_315_C42-f9096-s19_PET_dimer_005_mini.yob,6.613,-4.883,NO,9.827,NO,7.144,26.26,undefined,TSPETase,315,005
resultsDocking_S214H_315_C232-f3611-s16_PET_dimer_013_mini.yob,6.613,-4.7,NO,7.383,NO,5.009,26.562,undefined,S214H,315,013
resultsDocking_S214H_315_C77-f503-s20_PET_dimer_014_mini.yob,6.613,-5.365,NO,8.058,NO,5.648,23.803,undefined,S214H,315,014
resultsDocking_TSPETase_315_C46-f8077-s16_PET_dimer_005_mini.yob,6.616,-6.049,NO,8.903,NO,6.26,43.599,undefined,TSPETase,315,005
resultsDocking_WT_303_C244-f4327-s16_PET_dimer_012_mini.yob,6.618,-5.988,NO,9.875,NO,8.253,52.49,gauche,WT,303,012
resultsDocking_TSPETase_303_C155-f4433-s21_PET_dimer_001_mini.yob,6.62,-5.235,NO,9.909,NO,7.102,32.919,undefined,TSPETase,303,001
resultsDocking_TSPETase_303_C44-f1317-s33_PET_dimer_008_mini.yob,6.621,-6.52,NO,9.688,NO,6.86,33.198,undefined,TSPETase,303,008
resultsDocking_WT_303_C189-f4133-s28_PET_dimer_004_mini.yob,6.622,-5.104,NO,9.129,NO,6.845,47.405,undefined,WT,303,004
resultsDocking_TSPETase_303_C426-f9338-s18_PET_dimer_010_mini.yob,6.622,-4.719,NO,8.135,NO,6.138,43.848,undefined,TSPETase,303,010
resultsDocking_S214H_303_C9-f150-s21_PET_dimer_011_mini.yob,6.624,-5.669,NO,9.841,NO,7.107,73.967,gauche,S214H,303,011
resultsDocking_TSPETase_303_C368-f9452-s20_PET_dimer_009_mini.yob,6.627,-5.651,NO,6.148,NO,4.793,70.326,gauche,TSPETase,303,009
resultsDocking_TSPETase_303_C342-f2788-s26_PET_dimer_012_mini.yob,6.628,-4.643,NO,7.76,NO,5.968,31.412,undefined,TSPETase,303,012
resultsDocking_TSPETase_303_C470-f6420-s14_PET_dimer_008_mini.yob,6.628,-4.46,NO,5.851,NO,6.768,91.152,undefined,TSPETase,303,008
resultsDocking_S214H_303_C169-f1782-s34_PET_dimer_007_mini.yob,6.628,-4.8,NO,9.741,NO,6.237,45.504,undefined,S214H,303,007
resultsDocking_TSPETase_303_C337-f2660-s30_PET_dimer_003_mini.yob,6.63,-4.317,NO,6.889,NO,4.522,11.62,undefined,TSPETase,303,003
resultsDocking_TSPETase_315_C589-f7509-s15_PET_dimer_014_mini.yob,6.632,-4.33,NO,7.513,NO,4.939,63.982,gauche,TSPETase,315,014
resultsDocking_TSPETase_315_C365-f7279-s19_PET_dimer_005_mini.yob,6.633,-4.803,NO,6.507,NO,3.683,21.006,undefined,TSPETase,315,005
resultsDocking_TSPETase_303_C170-f9181-s30_PET_dimer_005_mini.yob,6.633,-5.222,NO,8.384,NO,6.278,39.916,undefined,TSPETase,303,005
resultsDocking_S214H_303_C222-f712-s13_PET_dimer_004_mini.yob,6.635,-4.702,NO,9.175,NO,6.419,48.521,undefined,S214H,303,004
resultsDocking_TSPETase_315_C99-f4625-s15_PET_dimer_003_mini.yob,6.639,-6.606,NO,9.77,NO,7.116,50.426,gauche,TSPETase,315,003
resultsDocking_S214H_303_C201-f605-s13_PET_dimer_004_mini.yob,6.64,-4.483,NO,9.649,NO,5.234,18.076,undefined,S214H,303,004
resultsDocking_DuraPETase_303_C96-f7374-s14_PET_dimer_006_mini.yob,6.641,-5.157,NO,9.671,NO,7.027,40.98,undefined,DuraPETase,303,006
resultsDocking_S214H_303_C147-f6899-s26_PET_dimer_011_mini.yob,6.641,-4.433,NO,8.024,NO,4.88,67.272,gauche,S214H,303,011
resultsDocking_TSPETase_303_C244-f3921-s16_PET_dimer_009_mini.yob,6.644,-4.354,NO,9.369,NO,7.406,43.906,undefined,TSPETase,303,009
resultsDocking_TSPETase_303_C243-f3973-s27_PET_dimer_015_mini.yob,6.645,-4.64,NO,8.338,NO,6.484,20.823,undefined,TSPETase,303,015
resultsDocking_TSPETase_315_C215-f8954-s27_PET_dimer_011_mini.yob,6.645,-5.43,NO,6.347,NO,3.81,39.327,undefined,TSPETase,315,011
resultsDocking_S214H_315_C5-f4872-s42_PET_dimer_001_mini.yob,6.646,-5.13,NO,9.912,NO,7.08,18.914,undefined,S214H,315,001
resultsDocking_TSPETase_315_C582-f7466-s35_PET_dimer_003_mini.yob,6.647,-4.546,NO,6.39,NO,7.214,71.538,gauche,TSPETase,315,003
resultsDocking_S214H_303_C75-f7245-s33_PET_dimer_009_mini.yob,6.648,-5.69,NO,9.654,NO,5.719,38.757,undefined,S214H,303,009
resultsDocking_WT_303_C240-f4480-s20_PET_dimer_016_mini.yob,6.65,-4.568,NO,8.898,NO,6.278,37.928,undefined,WT,303,016
resultsDocking_WT_315_C58-f6111-s15_PET_dimer_008_mini.yob,6.653,-6.275,NO,8.675,NO,5.368,16.036,undefined,WT,315,008
resultsDocking_TSPETase_315_C249-f1447-s34_PET_dimer_008_mini.yob,6.653,-4.492,NO,6.664,NO,7.563,38.869,undefined,TSPETase,315,008
resultsDocking_S214H_315_C126-f5647-s11_PET_dimer_015_mini.yob,6.653,-4.411,NO,8.584,NO,6.233,0.916,undefined,S214H,315,015
resultsDocking_TSPETase_303_C243-f3973-s27_PET_dimer_004_mini.yob,6.654,-5.169,NO,9.743,NO,7.156,11.695,undefined,TSPETase,303,004
resultsDocking_S214H_303_C292-f5698-s13_PET_dimer_011_mini.yob,6.655,-4.36,NO,7.92,NO,5.555,17.808,undefined,S214H,303,011
resultsDocking_S214H_303_C53-f2271-s24_PET_dimer_010_mini.yob,6.655,-4.46,NO,6.591,NO,7.279,44.851,undefined,S214H,303,010
resultsDocking_TSPETase_315_C65-f808-s24_PET_dimer_016_mini.yob,6.659,-4.755,NO,9.981,NO,7.795,65.824,gauche,TSPETase,315,016
resultsDocking_TSPETase_315_C257-f1585-s16_PET_dimer_006_mini.yob,6.661,-5.115,NO,5.09,NO,6.687,9.081,undefined,TSPETase,315,006
resultsDocking_S214H_315_C232-f3611-s16_PET_dimer_009_mini.yob,6.663,-4.826,NO,7.032,NO,4.68,37.175,undefined,S214H,315,009
resultsDocking_TSPETase_303_C90-f8528-s19_PET_dimer_016_mini.yob,6.663,-5.865,NO,10.522,NO,9.107,34.758,undefined,TSPETase,303,016
resultsDocking_S214H_303_C164-f2129-s32_PET_dimer_010_mini.yob,6.665,-6.139,NO,9.7,NO,6.723,9.638,undefined,S214H,303,010
resultsDocking_WT_303_C175-f4094-s16_PET_dimer_015_mini.yob,6.666,-5.639,NO,9.954,NO,6.433,12.772,undefined,WT,303,015
resultsDocking_WT_315_C535-f7772-s16_PET_dimer_012_mini.yob,6.666,-4.435,NO,9.055,NO,7.256,53.548,gauche,WT,315,012
resultsDocking_TSPETase_315_C227-f7397-s29_PET_dimer_010_mini.yob,6.667,-4.37,NO,6.234,NO,5.025,48.277,undefined,TSPETase,315,010
resultsDocking_WT_303_C428-f4552-s14_PET_dimer_014_mini.yob,6.669,-3.984,NO,8.973,NO,7.385,21.371,undefined,WT,303,014
resultsDocking_WT_303_C417-f4465-s18_PET_dimer_007_mini.yob,6.669,-5.173,NO,6.957,NO,4.567,83.895,gauche,WT,303,007
resultsDocking_TSPETase_303_C169-f9129-s18_PET_dimer_011_mini.yob,6.67,-4.114,NO,9.255,NO,6.606,42.933,undefined,TSPETase,303,011
resultsDocking_TSPETase_315_C29-f1168-s20_PET_dimer_001_mini.yob,6.67,-5.969,NO,9.649,NO,7.062,66.13,gauche,TSPETase,315,001
resultsDocking_S214H_315_C287-f7135-s30_PET_dimer_011_mini.yob,6.67,-5.252,NO,10.145,NO,7.457,67.769,gauche,S214H,315,011
resultsDocking_WT_303_C127-f922-s14_PET_dimer_014_mini.yob,6.671,-4.813,NO,9.577,NO,5.577,40.744,undefined,WT,303,014
resultsDocking_WT_303_C430-f4558-s28_PET_dimer_010_mini.yob,6.671,-4.677,NO,9.054,NO,7.486,27.307,undefined,WT,303,010
resultsDocking_S214H_315_C82-f863-s32_PET_dimer_014_mini.yob,6.673,-4.758,NO,8.414,NO,5.274,0.245,undefined,S214H,315,014
resultsDocking_TSPETase_315_C248-f1335-s25_PET_dimer_012_mini.yob,6.673,-4.874,NO,7.375,NO,5.1,33.504,undefined,TSPETase,315,012
resultsDocking_TSPETase_303_C348-f2625-s19_PET_dimer_001_mini.yob,6.675,-4.99,NO,9.497,NO,6.047,21.618,undefined,TSPETase,303,001
resultsDocking_WT_303_C190-f4210-s18_PET_dimer_002_mini.yob,6.675,-5.253,NO,8.651,NO,6.415,34.872,undefined,WT,303,002
resultsDocking_WT_315_C535-f7772-s16_PET_dimer_013_mini.yob,6.676,-4.428,NO,9.584,NO,6.35,36.491,undefined,WT,315,013
resultsDocking_TSPETase_315_C584-f7843-s33_PET_dimer_005_mini.yob,6.68,-5.09,NO,6.182,NO,4.742,43.195,undefined,TSPETase,315,005
resultsDocking_S214H_303_C53-f2271-s24_PET_dimer_017_mini.yob,6.68,-4.325,NO,8.34,NO,4.768,20.66,undefined,S214H,303,017
resultsDocking_TSPETase_315_C178-f5805-s16_PET_dimer_003_mini.yob,6.685,-6.674,NO,9.933,NO,7.194,92.328,undefined,TSPETase,315,003
resultsDocking_S214H_303_C265-f1281-s18_PET_dimer_002_mini.yob,6.685,-5.212,NO,9.348,NO,7.129,45.105,undefined,S214H,303,002
resultsDocking_TSPETase_315_C256-f1486-s25_PET_dimer_002_mini.yob,6.689,-4.763,NO,7.05,NO,5.418,47.426,undefined,TSPETase,315,002
resultsDocking_TSPETase_315_C256-f1486-s25_PET_dimer_003_mini.yob,6.689,-4.698,NO,7.094,NO,4.77,44.187,undefined,TSPETase,315,003
resultsDocking_TSPETase_315_C83-f9398-s21_PET_dimer_018_mini.yob,6.689,-4.583,NO,10.197,NO,7.558,31.553,undefined,TSPETase,315,018
resultsDocking_TSPETase_315_C576-f7497-s14_PET_dimer_005_mini.yob,6.691,-4.839,NO,6.439,NO,3.648,6.015,undefined,TSPETase,315,005
resultsDocking_TSPETase_315_C187-f2179-s15_PET_dimer_015_mini.yob,6.692,-4.764,NO,8.854,NO,6.256,38.818,undefined,TSPETase,315,015
resultsDocking_TSPETase_315_C83-f9398-s21_PET_dimer_014_mini.yob,6.694,-4.601,NO,9.195,NO,6.148,47.412,undefined,TSPETase,315,014
resultsDocking_TSPETase_315_C576-f7497-s14_PET_dimer_007_mini.yob,6.695,-4.735,NO,8.378,NO,5.543,36.731,undefined,TSPETase,315,007
resultsDocking_TSPETase_303_C326-f2199-s19_PET_dimer_001_mini.yob,6.696,-5.138,NO,9.174,NO,5.993,8.009,undefined,TSPETase,303,001
resultsDocking_S214H_303_C144-f8088-s20_PET_dimer_015_mini.yob,6.696,-5.995,NO,9.489,NO,6.666,39.765,undefined,S214H,303,015
resultsDocking_S214H_303_C75-f7245-s33_PET_dimer_006_mini.yob,6.696,-6.076,NO,9.963,NO,6.874,37.908,undefined,S214H,303,006
resultsDocking_S214H_315_C63-f843-s35_PET_dimer_016_mini.yob,6.699,-5.452,NO,8.353,NO,5.141,45.822,undefined,S214H,315,016
resultsDocking_S214H_315_C210-f3510-s21_PET_dimer_006_mini.yob,6.701,-5.957,NO,7.167,NO,7.863,70.926,gauche,S214H,315,006
resultsDocking_TSPETase_315_C585-f7796-s27_PET_dimer_007_mini.yob,6.702,-5.125,NO,6.854,NO,5.846,0.28,undefined,TSPETase,315,007
resultsDocking_DuraPETase_315_C16-f2015-s34_PET_dimer_009_mini.yob,6.704,-4.896,NO,9.977,NO,7.753,40.955,undefined,DuraPETase,315,009
resultsDocking_S214H_315_C309-f7117-s9_PET_dimer_004_mini.yob,6.706,-5.736,NO,9.793,NO,6.988,18.854,undefined,S214H,315,004
resultsDocking_TSPETase_315_C224-f2580-s15_PET_dimer_010_mini.yob,6.706,-4.292,NO,8.319,NO,7.317,44.09,undefined,TSPETase,315,010
resultsDocking_WT_303_C427-f4578-s24_PET_dimer_010_mini.yob,6.707,-4.573,NO,9.574,NO,6.329,42.537,undefined,WT,303,010
resultsDocking_TSPETase_315_C215-f8954-s27_PET_dimer_010_mini.yob,6.708,-5.467,NO,6.143,NO,3.603,60.09,gauche,TSPETase,315,010
resultsDocking_TSPETase_315_C205-f2481-s26_PET_dimer_008_mini.yob,6.709,-4.746,NO,9.045,NO,6.106,6.929,undefined,TSPETase,315,008
resultsDocking_S214H_303_C20-f4768-s11_PET_dimer_018_mini.yob,6.71,-4.38,NO,8.26,NO,5.507,42.866,undefined,S214H,303,018
resultsDocking_S214H_303_C227-f724-s20_PET_dimer_013_mini.yob,6.71,-4.383,NO,9.241,NO,6.604,13.214,undefined,S214H,303,013
resultsDocking_WT_303_C305-f3614-s26_PET_dimer_018_mini.yob,6.711,-5.844,NO,10.119,NO,6.74,47.88,undefined,WT,303,018
resultsDocking_S214H_315_C214-f3650-s38_PET_dimer_015_mini.yob,6.712,-5.833,NO,7.432,NO,4.353,26.669,undefined,S214H,315,015
resultsDocking_TSPETase_315_C580-f7679-s61_PET_dimer_001_mini.yob,6.714,-5.001,NO,5.09,NO,7.463,36.085,undefined,TSPETase,315,001
resultsDocking_TSPETase_303_C435-f7880-s24_PET_dimer_015_mini.yob,6.715,-4.479,NO,8.643,NO,7.556,41.44,undefined,TSPETase,303,015
resultsDocking_TSPETase_315_C583-f7690-s25_PET_dimer_014_mini.yob,6.715,-5.091,NO,5.148,NO,7.653,35.33,undefined,TSPETase,315,014
resultsDocking_WT_315_C94-f658-s16_PET_dimer_014_mini.yob,6.719,-4.989,NO,9.135,NO,6.838,11.692,undefined,WT,315,014
resultsDocking_TSPETase_303_C167-f689-s24_PET_dimer_004_mini.yob,6.721,-5.242,NO,10.125,NO,7.711,36.437,undefined,TSPETase,303,004
resultsDocking_TSPETase_315_C65-f808-s24_PET_dimer_002_mini.yob,6.722,-5.249,NO,10.227,NO,8.642,42.674,undefined,TSPETase,315,002
resultsDocking_S214H_315_C232-f3611-s16_PET_dimer_001_mini.yob,6.725,-5.417,NO,7.32,NO,6.73,35.088,undefined,S214H,315,001
resultsDocking_WT_303_C114-f1242-s24_PET_dimer_011_mini.yob,6.726,-5.015,NO,9.688,NO,6.493,27.951,undefined,WT,303,011
resultsDocking_S214H_303_C228-f727-s11_PET_dimer_004_mini.yob,6.726,-4.93,NO,9.149,NO,8.498,34.945,undefined,S214H,303,004
resultsDocking_TSPETase_315_C585-f7796-s27_PET_dimer_006_mini.yob,6.727,-5.141,NO,5.163,NO,7.2,33.847,undefined,TSPETase,315,006
resultsDocking_TSPETase_303_C341-f2698-s16_PET_dimer_004_mini.yob,6.727,-5.258,NO,6.66,NO,7.271,40.118,undefined,TSPETase,303,004
resultsDocking_S214H_315_C42-f2064-s60_PET_dimer_011_mini.yob,6.728,-6.362,NO,8.466,NO,5.408,20.392,undefined,S214H,315,011
resultsDocking_S214H_315_C216-f3509-s14_PET_dimer_005_mini.yob,6.729,-4.981,NO,7.11,NO,4.816,15.784,undefined,S214H,315,005
resultsDocking_DuraPETase_303_C91-f5550-s29_PET_dimer_009_mini.yob,6.729,-5.885,NO,8.683,NO,7.034,83.878,gauche,DuraPETase,303,009
resultsDocking_TSPETase_315_C117-f521-s27_PET_dimer_018_mini.yob,6.73,-4.553,NO,10.526,NO,8.47,4.717,undefined,TSPETase,315,018
resultsDocking_S214H_303_C74-f1220-s11_PET_dimer_005_mini.yob,6.731,-4.924,NO,8.509,NO,5.513,13.532,undefined,S214H,303,005
resultsDocking_S214H_315_C213-f3637-s16_PET_dimer_012_mini.yob,6.731,-4.996,NO,5.439,NO,4.454,49.492,undefined,S214H,315,012
resultsDocking_TSPETase_303_C128-f444-s15_PET_dimer_014_mini.yob,6.733,-4.923,NO,10.07,NO,8.175,42.252,undefined,TSPETase,303,014
resultsDocking_TSPETase_315_C536-f4918-s17_PET_dimer_011_mini.yob,6.733,-5.142,NO,9.309,NO,6.679,32.947,undefined,TSPETase,315,011
resultsDocking_S214H_315_C265-f7400-s73_PET_dimer_003_mini.yob,6.733,-5.057,NO,10.214,NO,7.293,87.778,gauche,S214H,315,003
resultsDocking_TSPETase_315_C226-f8965-s37_PET_dimer_007_mini.yob,6.734,-4.988,NO,6.583,NO,4.004,35.39,undefined,TSPETase,315,007
resultsDocking_TSPETase_315_C83-f9398-s21_PET_dimer_006_mini.yob,6.737,-4.766,NO,8.395,NO,5.618,44.223,undefined,TSPETase,315,006
resultsDocking_S214H_315_C311-f7791-s22_PET_dimer_011_mini.yob,6.738,-4.863,NO,10.124,NO,7.335,81.523,gauche,S214H,315,011
resultsDocking_S214H_315_C42-f2064-s60_PET_dimer_013_mini.yob,6.738,-6.277,NO,9.256,NO,6.138,63.073,gauche,S214H,315,013
resultsDocking_TSPETase_315_C110-f4774-s15_PET_dimer_015_mini.yob,6.742,-6.044,NO,8.501,NO,5.327,72.252,gauche,TSPETase,315,015
resultsDocking_WT_315_C130-f6634-s34_PET_dimer_017_mini.yob,6.742,-5.8,NO,9.207,NO,7.519,53.745,gauche,WT,315,017
resultsDocking_S214H_315_C7-f1650-s69_PET_dimer_012_mini.yob,6.742,-4.797,NO,9.387,NO,7.128,34.896,undefined,S214H,315,012
resultsDocking_TSPETase_315_C161-f2380-s65_PET_dimer_006_mini.yob,6.742,-6.542,NO,9.883,NO,7.24,38.235,undefined,TSPETase,315,006
resultsDocking_TSPETase_303_C166-f1271-s32_PET_dimer_014_mini.yob,6.743,-4.289,NO,9.433,NO,5.95,9.571,undefined,TSPETase,303,014
resultsDocking_WT_315_C14-f173-s18_PET_dimer_007_mini.yob,6.743,-4.652,NO,10.275,NO,7.307,73.673,gauche,WT,315,007
